kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_time0bk,koi_depth,koi_impact,koi_duration,koi_ror,koi_steff,koi_slogg,koi_srad,ra,dec
5613330,K00649.01,Kepler-635 b,CONFIRMED,23.44970494,182.92295,315.6,0.193,8.6567,0.016268,6188.0,4.196,1.524,289.77325,40.80072
6266741,K00508.01,Kepler-170 b,CONFIRMED,7.930583519,169.516944,826.1,0.559,3.6083,0.027039,5674.0,4.446,1.032,284.52118,41.629601
2576107,K03709.01,,FALSE POSITIVE,205.5833309,234.746256,24872.0,1.215,6.0353,0.427207,6328.0,4.516,0.915,291.52313,37.887642
9592705,K00288.01,Kepler-1714 b,CONFIRMED,10.27532513,177.27227,209.7,0.315,6.3093,0.013362,6150.0,3.96,2.086,293.71646,46.226654
10329835,K02058.01,Kepler-1075 b,CONFIRMED,1.52373073,131.61813,364.7,0.942,1.4796,0.022705,3746.0,4.736,0.51,287.50116,47.469269
12012872,K08233.01,,FALSE POSITIVE,14.395425,140.977,115.4,0.398,5.12,0.009961,5715.0,4.586,0.782,291.48068,50.47366
9663113,K00179.01,Kepler-458 c,CONFIRMED,20.74028645,142.80003,1023.3,0.431,10.3939,0.029861,6226.0,4.264,1.299,297.04541,46.328701
7700561,K05414.01,,FALSE POSITIVE,1.507099289,132.09341,1282.0,1.265,4.8361,0.303615,5762.0,4.576,0.801,297.25482,43.308979
5962716,K06640.01,,FALSE POSITIVE,1.804591904,132.3963298,137295.0,0.879,3.85009,0.488817,6271.0,4.178,1.515,292.60831,41.225201
9489947,K03385.01,,FALSE POSITIVE,54.061328105,181.788127,79684.0,1.336,4.48223,0.727029,5786.0,4.318,1.112,300.01813,46.026272
10483644,K06225.01,,FALSE POSITIVE,5.110771787,133.315344,50681.0,0.878,2.48392,0.276346,6029.0,4.523,0.894,296.6817,47.600342
6594972,K06737.01,,FALSE POSITIVE,10.819169459,132.9864665,437142.0,0.275,5.50262,0.626194,5955.0,4.429,0.991,288.29306,42.057369
5471271,K04155.01,,FALSE POSITIVE,12.422216754,141.8461927,54.5,0.056,6.5533,0.006773,6231.0,4.424,1.084,297.60681,40.656479
8374741,K04330.01,,FALSE POSITIVE,358.101884,425.6837,114.0,0.5804,6.393,0.010135,5786.0,4.526,0.856,295.07507,44.382992
8692861,K00172.02,Kepler-69 c,CONFIRMED,242.467406,150.85827,340.3,0.173,12.808,0.016782,5637.0,4.399,0.943,293.26093,44.868889
7620413,K02103.01,Kepler-1098 b,CONFIRMED,2.543063763,132.68159,152.0,0.215,2.8473,0.011173,5579.0,4.389,1.029,295.50269,43.232792
10187017,K00082.05,Kepler-102 b,CONFIRMED,5.28691996,135.85427,41.5,0.705,2.579,0.006312,4900.0,4.602,0.741,281.48273,47.208031
8344004,K00573.01,Kepler-188 c,CONFIRMED,5.996533443,172.50558,711.4,0.51,3.3129,0.024912,5622.0,4.346,1.089,281.27972,44.315529
10089911,K04034.01,Kepler-1543 b,CONFIRMED,6.96704926,138.24776,213.7,0.906,3.73,0.015917,6303.0,3.595,3.53,297.1243,47.037022
4856592,K05095.01,,FALSE POSITIVE,461.1417,388.34717,382.0,0.0046,3.875,0.017587,5071.0,3.222,3.698,296.93536,39.924927
5716244,K06619.01,,FALSE POSITIVE,1.330333096,132.785555,61867.0,0.692,5.045,0.24559,5984.0,4.521,0.906,294.96027,40.98698
11287726,K07433.01,,FALSE POSITIVE,4.737713268,132.325253,105259.0,0.8,6.384,0.372578,5335.0,4.624,0.719,286.52194,49.069149
7364176,K00373.01,Kepler-1718 b,CONFIRMED,135.1879934,190.93292,663.4,0.023,8.8191,0.023453,5731.0,4.451,0.906,292.23492,42.909458
8823397,K07096.01,,FALSE POSITIVE,1.506503686,132.9914262,477104.0,0.401,5.02151,0.693626,8751.0,4.026,2.352,293.60986,45.018631
6697756,K02798.01,Kepler-1351 b,CONFIRMED,0.916142298,132.02221,98.5,0.232,1.1555,0.008995,4374.0,4.639,0.614,293.60873,42.197681
9941859,K00528.01,Kepler-178 b,CONFIRMED,9.57665962,176.683759,746.8,0.043,3.3603,0.024495,5386.0,4.322,1.076,287.1011,46.896481
6226290,K02019.01,Kepler-1057 b,CONFIRMED,14.08826442,137.34334,889.4,0.133,4.1847,0.027205,5853.0,4.529,0.895,297.45215,41.558128
7622059,K06161.01,,FALSE POSITIVE,10.4032399,138.18443,1056.2,1.296,23.85,0.328199,6428.0,4.144,1.436,295.91998,43.28175
3937519,K00221.01,Kepler-495 b,CONFIRMED,3.413036353,132.443054,3868.7,0.046,2.61366,0.055812,5392.0,4.314,1.087,285.93069,39.098141
3838496,K03700.01,,FALSE POSITIVE,2.990252395,133.110629,216437.0,1.117,7.8462,0.822802,5780.0,4.438,1.0,287.75238,38.929794
12017109,K02106.01,Kepler-1679 b,CONFIRMED,9.75374033,134.06014,430.8,0.295,2.348,0.019066,5806.0,4.528,0.899,293.90057,50.427052
5471068,K06008.01,,FALSE POSITIVE,12.426469,141.4649,180.5,0.978,25.71,0.017107,5691.0,4.544,0.887,297.55954,40.639469
8178616,K06984.01,,FALSE POSITIVE,1.01884975,132.0857,30.9,0.2737,3.233,0.005142,6068.0,4.568,0.829,296.06284,44.018822
8355239,K00574.01,Kepler-189 c,CONFIRMED,20.13490007,171.36734,1035.2,0.798,3.7962,0.032994,4963.0,4.501,0.826,287.56473,44.305
5534702,K06596.01,,FALSE POSITIVE,1.025465924,131.6091403,152685.0,0.88,3.71841,0.519578,6700.0,4.041,1.883,292.18344,40.707241
6862721,K01982.01,Kepler-1781 b,CONFIRMED,4.88753111,132.70783,679.6,0.147,2.034,0.023483,5568.0,4.499,0.957,291.71146,42.341499
7038988,K05349.01,,FALSE POSITIVE,65.67350728,189.2618327,,,2.73,,,,,293.43866,42.56181
7838655,K01464.01,,FALSE POSITIVE,2.113202658,356.32832,2104.8,3.178,3.5234,2.216856,5482.0,4.502,0.858,296.91724,43.517529
9480535,K03901.01,Kepler-1527 b,CONFIRMED,160.130899,203.47424,1183.0,0.791,13.775,0.034707,6092.0,4.056,1.759,297.41443,46.060822
4917658,K05103.01,,FALSE POSITIVE,586.91711807,275.4739232,,,5.32,,,,,289.95306,40.011101
7117050,K08135.01,,FALSE POSITIVE,73.836858,174.0088,231.2,0.8,19.722,0.015625,4769.0,2.583,14.706,291.55719,42.694649
8949316,K03849.01,,FALSE POSITIVE,0.604358764,131.68577,38731.0,1.197,1.0423,0.499189,3569.0,4.82,0.427,290.51895,45.235371
12306808,K07521.01,,FALSE POSITIVE,37.878483588,138.128618,222232.0,0.763,10.5972,0.56077,5985.0,4.603,0.758,291.11057,51.058929
3120904,K03277.01,Kepler-1452 b,CONFIRMED,42.9136635,139.88848,160.6,0.403,5.227,0.011762,6049.0,3.8,2.483,292.42282,38.266331
5471688,K03499.01,,FALSE POSITIVE,12.4281308,141.4385,131.4,0.33,6.79,0.010648,5940.0,4.621,0.729,297.72504,40.64431
9177629,K02522.01,Kepler-1848 b,CONFIRMED,5.60402307,133.82508,224.9,0.8,1.0273,0.015587,4847.0,4.581,0.737,299.38159,45.592239
4372765,K03698.01,,FALSE POSITIVE,15.64064161,140.08502,273309.0,0.522,6.4524,0.51438,6517.0,4.279,1.374,293.61035,39.415089
9145861,K06194.02,,FALSE POSITIVE,215.778765,180.324,377.6,0.7163,3.737,0.019095,4902.0,3.042,7.056,287.84042,45.599751
4035675,K06107.01,,FALSE POSITIVE,2.873657901,132.5847,43895.0,1.13,2.1054,0.441619,5692.0,3.829,2.287,284.62463,39.17878
3728701,K02536.01,Kepler-1272 b,CONFIRMED,51.1319346,137.1568,382.3,0.829,6.019,0.020107,6071.0,4.353,1.107,285.21985,38.805882
11572193,K03109.01,Kepler-1428 b,CONFIRMED,10.6761592,140.59136,151.0,0.403,4.594,0.011449,6460.0,4.267,1.434,297.64227,49.594978
5271803,K06549.01,,FALSE POSITIVE,0.5402463,131.5521,1148.0,0.9411,13.93,0.037888,7296.0,4.249,1.498,290.79919,40.41156
10328393,K01905.02,Kepler-332 c,CONFIRMED,15.99560373,144.2399,221.7,0.088,3.471,0.013216,4955.0,4.61,0.721,286.66296,47.4137
3550434,K03854.01,,FALSE POSITIVE,1.1910489,132.076408,1391.1,1.257,1.3738,0.300822,5089.0,4.58,0.693,292.922,38.670292
5480640,K02707.02,Kepler-399 b,CONFIRMED,14.4252635,136.75608,221.2,0.013,3.754,0.013363,5467.0,4.271,1.152,299.50174,40.670799
9265521,K05646.01,,FALSE POSITIVE,386.62189,319.129,193.2,0.1616,17.72,0.012757,6085.0,4.412,1.033,283.8996,45.724232
6021275,K00284.03,Kepler-132 b,CONFIRMED,6.17817366,168.8626,101.9,0.775,3.2601,0.010125,5931.0,4.322,1.101,283.23581,41.34304
9468384,K03466.01,,FALSE POSITIVE,11.082622625,746.1967676,268725.0,0.207,6.62584,0.480493,5831.0,4.503,0.922,293.25281,46.051628
11457191,K07447.01,,FALSE POSITIVE,1.149198426,131.817374,37721.0,1.167,4.1603,0.443981,5858.0,4.486,0.867,292.92563,49.34734
5042210,K02462.01,Kepler-1838 b,CONFIRMED,12.14684625,131.55623,70.7,0.687,6.197,0.008175,5877.0,3.927,1.963,298.9917,40.142422
8234889,K05490.01,,FALSE POSITIVE,116.301793,168.3304,649.0,0.4631,2.253,0.023676,5593.0,4.552,0.842,292.38724,44.13007
7967100,K06941.01,,FALSE POSITIVE,1.92730001,132.36067,6177.1,1.285,18.812,0.379426,6057.0,4.352,1.11,294.27921,43.719849
5305471,K03806.01,,FALSE POSITIVE,161.252247,189.10948,2185.9,0.892,23.467,0.050688,5555.0,4.502,0.811,298.94366,40.40519
7509886,K00678.02,Kepler-211 b,CONFIRMED,4.13852825,132.01882,256.5,0.185,2.281,0.014382,5297.0,4.578,0.825,285.43915,43.16848
7365447,K06866.01,,FALSE POSITIVE,2.525386934,133.913493,124878.0,0.934,3.71613,0.499372,6826.0,4.337,1.233,292.62149,42.92197
10205598,K08198.01,,FALSE POSITIVE,373.89398,261.4968,730.0,0.963,27.66,0.032878,5263.0,4.574,0.699,290.93597,47.29073
10271806,K00733.04,Kepler-224 e,CONFIRMED,18.64349986,141.62687,813.4,0.774,1.8491,0.028845,5016.0,4.641,0.679,290.9343,47.357601
10198109,K07294.01,,FALSE POSITIVE,17.918743061,146.3929572,118355.0,0.252,4.36387,0.319873,5870.0,3.903,1.63,287.49353,47.224659
5471617,K06131.01,,FALSE POSITIVE,12.4237327,133.9642,30.1,0.132,18.15,0.004958,5221.0,3.72,2.067,297.7027,40.68623
9845362,K05720.01,,FALSE POSITIVE,105.895315,231.4441,1227.0,0.093,2.581,0.031515,5271.0,4.548,0.781,297.2294,46.616402
9777087,K03747.02,,FALSE POSITIVE,19.226055,132.6309,3266.0,0.2579,2.949,0.051932,5193.0,4.689,0.621,294.47,46.589581
8247638,K00907.02,Kepler-251 d,CONFIRMED,30.1329298,190.38336,1015.8,0.839,5.172,0.03322,5527.0,4.488,0.866,296.56622,44.105862
9474222,K07177.01,,FALSE POSITIVE,13.691790011,133.7914664,97563.5,0.269,5.64674,0.28991,6295.0,4.158,1.554,295.37402,46.04274
7013635,K05343.01,,FALSE POSITIVE,290.625016,349.7098,147.6,0.0854,4.411,0.010877,5195.0,3.735,2.409,284.18527,42.563271
6806632,K06772.01,,FALSE POSITIVE,9.469191607,140.9753434,63501.9,0.627,9.55999,0.245783,9454.0,4.244,1.832,298.89075,42.209862
9053112,K00702.01,,FALSE POSITIVE,1.274840187,169.86973,229.2,1.198,14.833,0.21287,5365.0,3.669,2.872,300.72702,45.305538
8028465,K08152.01,,FALSE POSITIVE,261.684363,247.3986,817.0,0.037,3.892,0.025408,4393.0,4.713,0.526,291.67062,43.814461
7212184,K02487.01,Kepler-1255 b,CONFIRMED,36.292017,132.17691,374.7,0.002,8.198,0.01758,5843.0,4.069,1.615,295.23926,42.726479
6945786,K03136.01,Kepler-1909 b,CONFIRMED,2.39161966,133.07956,189.2,0.299,1.906,0.012434,4935.0,4.589,0.685,290.88931,42.45966
11295426,K00246.01,Kepler-68 b,CONFIRMED,5.398752862,173.858666,346.5,0.015,3.4303,0.0169,5790.0,4.279,1.198,291.03232,49.040272
4180280,K00144.01,Kepler-472 b,CONFIRMED,4.176254191,133.090415,1360.1,0.715,3.6716,0.036246,4957.0,4.594,0.776,296.52429,39.24976
10661718,K03931.01,,FALSE POSITIVE,1.231361934,131.80783,471.0,0.972,5.433,0.026429,6095.0,4.378,1.016,290.27328,47.986469
8016691,K03286.01,Kepler-1456 b,CONFIRMED,18.1373788,136.8106,310.8,0.945,3.844,0.021423,4257.0,4.648,0.602,286.94531,43.822769
4677282,K02766.01,,FALSE POSITIVE,1.572181216,131.77456,219.5,1.149,7.219,0.163671,6622.0,3.421,4.315,297.11057,39.703911
2708156,K06286.01,,FALSE POSITIVE,1.891268461,132.6833032,641910.0,0.183,8.24958,0.785578,11287.0,3.642,4.662,290.28711,37.936508
6579806,K00967.01,,FALSE POSITIVE,9.88047978,173.608672,18541.0,1.02,2.78458,0.235723,6113.0,4.512,0.917,281.66916,42.038639
3832474,K00806.04,,FALSE POSITIVE,381.850599,296.4969,1702.0,0.4148,4.772,0.037911,5485.0,4.556,0.867,285.28363,38.947281
7837526,K05436.01,,FALSE POSITIVE,28.297207229,137.2347229,23193.1,1.227,3.94247,0.430819,6327.0,4.277,1.151,296.61633,43.529301
8636600,K04478.01,Kepler-1959 b,CONFIRMED,6.38671206,131.52991,223.7,0.015,1.201,0.01341,5071.0,4.505,0.811,296.02225,44.732658
8410727,K01148.02,Kepler-270 c,CONFIRMED,25.2630467,134.18397,125.5,0.743,6.22,0.011085,6071.0,4.202,1.41,282.2001,44.422298
8331612,K03318.01,Kepler-1915 b,CONFIRMED,13.8353959,134.3082,818.0,0.94,4.961,0.03272,6020.0,4.403,1.057,301.27869,44.25053
2970804,K03993.01,,FALSE POSITIVE,0.686994057,131.661024,2797.1,1.261,3.5252,0.323275,5780.0,4.438,1.0,286.10696,38.107628
5530881,K06594.01,,FALSE POSITIVE,5.082523739,132.9614122,276277.0,0.269,5.04732,0.494921,6507.0,4.343,1.145,290.92267,40.777359
5282437,K04560.01,,FALSE POSITIVE,0.992799002,131.70842,1653.0,1.3295,3.4878,0.371507,6217.0,4.472,0.989,293.94012,40.447189
10340228,K07312.01,,FALSE POSITIVE,0.93371313,131.5534,66.0,0.133,2.971,0.007303,5436.0,4.548,0.869,292.11972,47.485619
5893123,K00653.01,,FALSE POSITIVE,1.125963085,169.634,146.0,0.596,1.5034,0.011581,6225.0,4.348,1.116,296.43567,41.134602
9644683,K07214.01,,FALSE POSITIVE,0.585940879,131.705742,1943.6,1.254,4.6979,0.305249,5459.0,4.583,0.797,289.99408,46.304871
8630840,K08161.01,,FALSE POSITIVE,370.38642,263.3823,186.2,0.006,23.94,0.0125,6179.0,4.134,1.555,294.13348,44.71735
8296467,K07012.01,,FALSE POSITIVE,10.303356001,137.1682892,520067.0,0.364,5.98633,0.708788,5497.0,4.423,0.9,290.59256,44.206589
10027247,K02418.01,Kepler-1229 b,CONFIRMED,86.829519,189.26162,751.0,0.953,7.464,0.0332,3576.0,4.791,0.463,297.48669,46.996712
11568987,K00354.02,Kepler-534 c,CONFIRMED,7.37867551,135.82271,125.1,0.513,3.349,0.010507,5936.0,4.501,0.965,296.41855,49.5401
3554600,K00803.01,,FALSE POSITIVE,7.544039,171.7982,322.6,1.175,6.222,0.194187,5657.0,4.567,0.824,293.94116,38.601101
6606934,K06028.01,,FALSE POSITIVE,37.80694072,153.8409531,106334.0,1.111,3.84264,0.596776,6387.0,4.41,1.105,292.07166,42.076382
9278725,K02223.01,Kepler-1148 b,CONFIRMED,1.104462494,132.32134,469.1,0.151,1.0458,0.019518,5002.0,4.543,0.753,290.95355,45.719528
4155328,K01335.01,Kepler-820 b,CONFIRMED,127.8334997,293.41845,1829.9,0.416,10.914,0.039937,6505.0,3.973,2.17,291.02014,39.22068
2438490,K03699.01,,FALSE POSITIVE,3.31577795,131.53883,94567.0,0.633,4.2349,0.299531,5528.0,4.516,0.849,290.32596,37.76152
6665223,K01232.01,,FALSE POSITIVE,119.40817159,232.649303,18563.3,0.915,9.3537,0.170803,5316.0,4.477,0.872,281.74261,42.123081
5780460,K01005.01,Kepler-747 b,CONFIRMED,35.61760233,197.03573,4634.9,0.009,8.4559,0.060738,5123.0,4.523,0.779,288.4165,41.0298
5966660,K00656.01,,FALSE POSITIVE,1.906633332,170.064102,268.0,0.98,3.0825,0.020059,6736.0,4.335,1.243,293.7756,41.228489
5389184,K06575.01,,FALSE POSITIVE,1.06995136,132.30469,54.8,0.176,1.322,0.006786,5869.0,4.274,1.221,298.40009,40.58567
10604335,K01298.02,Kepler-283 c,CONFIRMED,92.7495777,173.27975,1105.1,0.019,5.506,0.029388,4141.0,4.684,0.582,293.61371,47.839001
6850504,K00070.05,Kepler-20 f,CONFIRMED,19.5776073,135.2032,98.1,0.049,3.382,0.008912,5465.0,4.449,0.925,287.698,42.338718
7289165,K03847.01,,FALSE POSITIVE,5.26641416,131.69998,223.8,0.774,2.4404,0.014989,6338.0,4.087,1.602,293.96725,42.833279
5963591,K05215.01,,FALSE POSITIVE,146.931518,190.4351,257.0,0.99,23.78,0.023326,6237.0,4.338,1.135,292.88855,41.223728
7031208,K07574.01,,FALSE POSITIVE,0.566796331,131.8335,114.8,0.981,5.194,0.013315,6319.0,4.447,1.032,291.0116,42.553822
6781548,K02944.01,,FALSE POSITIVE,9.12209336,138.83306,906.8,1.236,4.347,0.268689,5899.0,4.499,0.96,293.07834,42.277039
3228945,K02917.01,,FALSE POSITIVE,0.730943372,131.49862,134.7,0.792,3.004,0.011722,6143.0,4.418,1.067,289.7934,38.385078
4476123,K00814.01,Kepler-689 b,CONFIRMED,22.36646466,175.45862,986.8,0.4,5.228,0.028938,5395.0,4.615,0.734,294.71063,39.52174
3448323,K06336.01,,FALSE POSITIVE,0.513482156,131.75477,91.6,0.004,2.732,0.008629,5495.0,4.495,0.882,292.64017,38.513569
8802693,K02000.01,Kepler-1045 b,CONFIRMED,26.41044199,149.39541,991.1,0.674,3.0715,0.03051,5448.0,4.613,0.734,284.18329,45.0741
6146418,K06021.01,,FALSE POSITIVE,22.44620704,149.1595,1626.8,1.256,7.5491,0.299907,6070.0,3.969,1.777,297.7937,41.402401
7885570,K06929.01,,FALSE POSITIVE,1.729338354,132.536976,140158.0,0.887,6.8524,0.499864,5587.0,3.754,2.553,289.97372,43.653809
6891513,K04413.01,,FALSE POSITIVE,9.9398272,140.8334549,478.6,1.973,4.1198,0.989789,5798.0,4.507,0.941,298.79892,42.35339
1725193,K04925.01,,FALSE POSITIVE,2.96384168,134.119473,35652.8,1.059,5.4768,0.34562,6095.0,4.371,1.158,292.29431,37.26173
2449053,K07633.01,,FALSE POSITIVE,0.73975345,131.81739,481.8,0.525,4.2,0.020433,5271.0,4.436,0.935,292.68985,37.774361
4150539,K01330.02,,FALSE POSITIVE,94.219289,196.1952,1025.9,0.173,24.312,0.028332,4641.0,4.589,0.694,289.7261,39.272831
5130983,K03325.01,,FALSE POSITIVE,86.4392931,144.58294,1175.1,1.28,6.534,0.315734,6208.0,4.454,1.024,299.26376,40.263741
6614629,K02737.01,,FALSE POSITIVE,0.526615152,131.49908,64.0,0.028,1.0582,0.007299,5718.0,3.966,1.832,294.25339,42.062382
8494410,K03685.01,,FALSE POSITIVE,208.86909724,273.692419,21306.7,1.056,4.5707,0.277879,5914.0,4.421,0.987,291.4946,44.523499
10253547,K02153.01,Kepler-364 c,CONFIRMED,59.9809868,176.14903,282.4,0.918,7.588,0.018577,6103.0,4.202,1.383,281.56995,47.398689
5025294,K06498.01,,FALSE POSITIVE,5.462689263,134.26516,4184.6,1.298,3.2605,0.373854,5929.0,4.479,0.888,295.45105,40.175652
4946680,K06477.01,,FALSE POSITIVE,8.665259912,132.216249,1840.6,1.269,3.1088,0.315913,6071.0,3.796,2.389,297.38254,40.02417
10059645,K02520.01,Kepler-1265 b,CONFIRMED,6.49441464,132.25189,357.3,0.911,2.344,0.021621,4769.0,4.557,0.742,284.58578,47.079529
10864531,K02080.01,Kepler-358 c,CONFIRMED,83.4887405,188.53792,955.4,0.42,6.21,0.028709,5910.0,4.505,0.94,293.23022,48.281368
9818732,K07233.01,,FALSE POSITIVE,45.035589512,132.633531,404836.0,0.499,9.8341,0.654471,6484.0,4.386,1.153,285.47278,46.69873
9784230,K03851.01,,FALSE POSITIVE,0.7981968,131.570334,257616.0,0.67,2.22035,0.571257,5780.0,4.438,1.0,296.99054,46.598999
3323887,K00377.01,Kepler-9 b,CONFIRMED,19.270825843,182.5436,6660.5,0.169,4.1281,0.074186,5779.0,4.491,0.956,285.57397,38.400902
3339538,K06326.01,,FALSE POSITIVE,14.658013949,140.4756141,129645.0,1.141,3.03316,0.684799,5146.0,3.986,1.626,290.73944,38.414139
11259686,K00294.01,Kepler-512 b,CONFIRMED,34.4359387,193.038,424.5,0.017,5.82,0.018691,5929.0,4.243,1.363,298.26895,48.91674
9349482,K02020.01,Kepler-1058 b,CONFIRMED,110.9643706,187.04621,1283.2,0.729,12.831,0.035366,4441.0,4.695,0.546,294.59579,45.875031
10616317,K05813.01,,FALSE POSITIVE,38.27772448,157.8294108,,,1.73,,,,,297.58429,47.892738
5809372,K06630.01,,FALSE POSITIVE,34.6506368,143.0279,502.5,0.973,10.287,0.027019,6681.0,3.465,4.185,296.73676,41.00066
8179286,K07869.01,,FALSE POSITIVE,11.4132144,140.11988,76.4,0.439,2.371,0.008179,6188.0,4.33,1.155,296.27393,44.010441
6600515,K05302.01,,FALSE POSITIVE,372.04697,259.4285,673.4,0.0457,14.29,0.023795,6173.0,4.447,1.041,290.08987,42.076111
10545066,K00337.01,Kepler-528 b,CONFIRMED,19.7830259,177.72013,373.2,0.015,5.4898,0.017519,5747.0,4.335,1.099,295.68481,47.748081
10810838,K00174.01,Kepler-482 b,CONFIRMED,56.35407916,144.83768,1037.0,0.835,3.4449,0.033885,4802.0,4.582,0.701,296.82291,48.107552
10549562,K01294.01,,FALSE POSITIVE,9.08937826,139.08364,779.8,0.982,6.255,0.038435,6739.0,4.332,1.275,297.116,47.737949
10227020,K00730.03,Kepler-223 e,CONFIRMED,19.7243672,135.05923,577.9,0.898,7.202,0.026226,5814.0,4.269,1.248,298.31836,47.279491
10747439,K01638.01,,FALSE POSITIVE,4.593594819,134.889552,1455.2,1.022,2.6391,0.083644,6075.0,4.486,0.969,297.46457,48.088001
9475552,K02694.01,Kepler-1315 b,CONFIRMED,0.843379985,131.966174,343.3,0.696,1.4474,0.01815,4818.0,4.481,0.856,295.82144,46.053028
5790807,K00259.01,,FALSE POSITIVE,79.99623328,207.126264,24383.5,0.594,6.3339,0.149796,6796.0,3.88,2.49,291.77182,41.098068
1724513,K04224.01,,FALSE POSITIVE,1.975208831,131.63127,76.3,0.559,1.513,0.008328,6401.0,4.029,1.744,292.16486,37.275742
12454461,K02463.01,Kepler-1248 b,CONFIRMED,7.46718958,136.39348,75.7,0.486,3.633,0.008144,6161.0,4.399,1.169,288.0593,51.35445
3231341,K01102.02,Kepler-24 b,CONFIRMED,8.14515981,140.56811,446.8,0.965,5.073,0.025296,5896.0,4.197,1.24,290.41327,38.34375
5641294,K06133.01,,FALSE POSITIVE,2.6160943,132.5162,29.3,0.6458,21.34,0.005226,6645.0,4.232,1.42,297.31543,40.874981
3437739,K06333.01,,FALSE POSITIVE,1.89134156,132.6518,68.4,0.739,5.891,0.008174,6387.0,4.41,1.105,289.79056,38.52906
9662811,K01854.01,Kepler-984 b,CONFIRMED,43.0343364,137.69007,541.6,0.882,6.571,0.025125,5550.0,4.476,0.911,296.95886,46.394131
5183357,K01669.01,Kepler-924 b,CONFIRMED,61.0373591,175.17671,437.5,0.071,8.378,0.019179,6309.0,4.154,1.614,290.66852,40.39772
7800285,K05427.01,,FALSE POSITIVE,0.533000886,131.735703,4398.5,1.271,1.54684,0.352317,5934.0,4.331,1.064,281.65961,43.587891
4936990,K03290.01,,FALSE POSITIVE,10.31453308,132.53723,2004.1,1.276,3.6641,0.323868,6335.0,4.455,0.837,295.30209,40.069801
7903086,K02761.01,,FALSE POSITIVE,1.846861455,131.90493,648.6,0.48,1.6605,0.023754,5591.0,4.559,0.86,295.77368,43.671951
9205907,K02528.01,Kepler-1851 b,CONFIRMED,12.02295362,136.20687,778.6,0.965,1.2667,0.034126,5982.0,4.535,0.879,285.67377,45.639858
2441495,K00166.01,Kepler-479 b,CONFIRMED,12.49340725,138.462232,715.7,0.594,2.2614,0.025332,5207.0,4.561,0.795,291.02185,37.769791
5289854,K01593.02,Kepler-308 c,CONFIRMED,15.3825394,139.07648,550.5,0.015,3.815,0.021393,5896.0,4.516,0.914,295.78516,40.439548
5284133,K06552.01,,FALSE POSITIVE,8.784575777,134.6752148,262984.0,0.5,5.3022,0.500326,8144.0,4.139,1.914,294.38223,40.45219
10340423,K00736.03,,FALSE POSITIVE,345.98207283,392.1763832,,,2.97,,,,,292.19397,47.457088
3235282,K07649.01,,FALSE POSITIVE,494.165759,472.0427,1440.0,0.41,2.239,0.03547,6392.0,4.399,1.162,291.51395,38.365471
11189127,K00347.01,,FALSE POSITIVE,2.671942657,169.853908,15942.0,0.982,1.9119,0.194086,6116.0,4.335,1.055,291.15738,48.861145
10129482,K07288.01,,FALSE POSITIVE,0.846291334,132.1935855,190191.0,0.779,1.79962,0.536261,4627.0,4.721,0.526,286.84036,47.173309
11911561,K03875.01,,FALSE POSITIVE,8.870415578,137.481093,873.1,1.206,1.2864,0.238656,6022.0,4.027,1.514,290.14914,50.239178
8262223,K07004.01,,FALSE POSITIVE,1.613014741,131.7482916,152120.0,0.882,4.39594,0.518451,7832.0,3.836,2.779,300.33246,44.144138
4669402,K04128.01,,FALSE POSITIVE,143.196381,227.3054,618.1,1.017,10.424,0.057329,6007.0,4.333,1.06,295.53394,39.762249
6523216,K06725.01,,FALSE POSITIVE,14.313157391,138.2205171,21566.9,0.004,8.90236,0.134636,5750.0,3.703,2.379,292.08383,41.915031
10794405,K07373.01,,FALSE POSITIVE,0.952377862,132.335117,2122.3,1.248,4.0869,0.301758,5662.0,4.524,0.863,290.68866,48.1992
8766285,K05571.01,,FALSE POSITIVE,5.29730786,135.55681,190.8,0.728,4.02,0.013614,5780.0,4.438,1.0,296.42862,44.980206
9674564,K04096.01,,FALSE POSITIVE,6.873655305,132.4527832,181.3,0.08,3.5415,0.012189,5668.0,4.492,0.912,300.4068,46.378941
8847111,K02985.01,,FALSE POSITIVE,0.575884418,132.00778,272.2,1.258,2.0734,0.273374,6290.0,4.442,1.044,300.71927,45.09605
4946584,K04088.01,,FALSE POSITIVE,0.907943645,132.133484,1028.9,1.356,1.9144,0.387729,6434.0,4.354,1.166,297.36047,40.056141
7871954,K01515.01,Kepler-303 b,CONFIRMED,1.937029968,134.72107,312.3,0.105,1.4727,0.016332,4042.0,4.761,0.49,283.13547,43.657051
6468138,K01826.01,Kepler-965 b,CONFIRMED,134.2520474,182.70534,832.1,0.001,9.0636,0.026201,5818.0,4.276,1.2,298.51532,41.891201
10847721,K03192.01,,FALSE POSITIVE,199.21638,293.6619,62.5,0.5,9.23,0.007525,8914.0,3.896,2.867,285.13657,48.257301
9011825,K02530.01,Kepler-1269 b,CONFIRMED,37.3331165,162.90453,187.8,0.851,7.643,0.014415,5623.0,4.079,1.588,287.80557,45.340549
5041569,K02795.01,,FALSE POSITIVE,2.5355023,132.20054,354.6,0.965,7.189,0.022452,6268.0,4.429,1.1,298.85361,40.131088
6307537,K01120.01,,FALSE POSITIVE,29.74454668,172.386652,66894.0,0.337,23.2842,0.233128,4889.0,4.569,0.788,297.75708,41.680454
